путь,категории_ПДн,количество_находок,УЗ,формат_файла
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_282.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_345.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_426.html,Здоровье:2,2,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_410.html,ФИО:7,7,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_355.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_279.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_460.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_316.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_331.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_388.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_110.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_319.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_283.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_315.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_395.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_113.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_313.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_287.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_382.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_46.html,ФИО:10,10,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_333.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_412.html,ФИО:6,6,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_481.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_72.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_114.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_298.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_353.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_384.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_418.html,ФИО:6; Здоровье:1,7,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_430.html,ФИО:6; Адрес:1; Здоровье:1,8,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_4.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_300.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_476.html,ФИО:7; Здоровье:1,8,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_348.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_455.html,ФИО:5,5,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_472.html,ФИО:6; Религия/политика:1,7,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_478.html,ФИО:5,5,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_442.html,ФИО:6; Здоровье:13,19,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_49.html,Религия/политика:1,1,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_379.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_380.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_205.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_297.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_434.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_292.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_429.html,ФИО:45,45,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_296.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_409.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_452.html,ФИО:3,3,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_424.html,ФИО:14; Расовая/национальная принадлежность:2,16,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_168.html,ФИО:29; Адрес:1,30,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_414.html,ФИО:6,6,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_299.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_463.html,ФИО:212; Религия/политика:3; Расовая/национальная принадлежность:1,216,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_470.html,ФИО:4,4,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_376.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_340.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_289.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_433.html,ФИО:9; Расовая/национальная принадлежность:1,10,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_254.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_37.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_475.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_32.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_421.html,ФИО:5; Здоровье:1,6,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_30.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_413.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_466.html,ФИО:7,7,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_120.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_417.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_342.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_324.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_31.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_44.html,ФИО:3; Дата рождения:1,4,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_383.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_339.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_462.html,ФИО:5,5,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_234.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_396.html,ФИО:5; Здоровье:1,6,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_416.html,ФИО:7; Здоровье:1,8,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_483.html,ФИО:6; Здоровье:1,7,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_360.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_407.html,ФИО:6; Здоровье:1,7,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_392.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_303.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_39.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_56.html,Дата рождения:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_477.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_338.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_281.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_469.html,ФИО:9,9,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_461.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_373.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_369.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_354.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_328.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_471.html,ФИО:6,6,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_111.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_344.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_285.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_3.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_295.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_358.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_385.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_108.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_330.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_449.html,ФИО:7; Здоровье:1,8,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_436.html,Телефон:1; Email:1,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_160.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_366.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_33.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_302.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/2759107_600.png,ФИО:1,1,4,png
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_321.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_238.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_387.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_2.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_374.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_284.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_438.html,ФИО:18,18,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_318.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_445.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_222.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_350.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_260.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_343.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_332.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_172.html,ФИО:5; Расовая/национальная принадлежность:1,6,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_334.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_305.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_371.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_365.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_1.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_322.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_428.html,ФИО:7,7,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_103.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_34.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_104.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_116.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_446.html,ФИО:6; Адрес:1,7,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_50.html,Email:5,5,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_293.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_356.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_370.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_215.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_361.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_280.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_352.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_207.html,ФИО:7,7,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_400.html,ФИО:5,5,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_291.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_36.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_197.html,ФИО:7; Телефон:1,8,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_310.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_389.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_420.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_398.html,ФИО:4,4,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_391.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_326.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_341.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_55.html,ФИО:3; Религия/политика:1,4,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_351.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_405.html,ФИО:6,6,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/2749851_600.jpg,ФИО:1,1,4,jpg
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/Доки/price-list.pdf,ФИО:1; Телефон:1; Email:1; Дата рождения:1,4,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/Доки/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%A0%20%D0%A0%D0%B5%D0%B4%D0%BA%D0%BE%D0%B7%D0%B5%D0%BC%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%8D%D0%BB%D0%B5%D0%BC%D0%B5%D0%BD%D1%82%D1%8B.%20%D0%A1%D0%BB%D0%BE%D0%B2%D0%B0%D1%80%D1%8C.%2018-04-22.docx,ФИО:5; Адрес:1,6,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/Доки/Privacy_policy_upd.pdf,Email:1; Дата рождения:1; Адрес:3; ИНН:3,8,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/Доки/Paulzovatelskoe_soglashenie_PAOSPB.pdf,Email:1; Дата рождения:1,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/Доки/mcs2025-rare-earths.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/Доки/rbc.pdf,Email:1; Дата рождения:4,5,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/Доки/subscribe_rules.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/Доки/Terms_of_service_upd.pdf,ФИО:1; Email:2; Дата рождения:1; Адрес:2; ИНН:2,8,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/Доки/preprint-frn-2023-critical-materials-list.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Employes/akt_priema_peredachi_rabochego_mesta.txt,ФИО:2; Телефон:1; Дата рождения:3; Адрес:2,8,4,txt
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Employes/soglasie_na_obrabotku_pd.txt,ФИО:1; Телефон:1; Email:1; Дата рождения:4; Адрес:1,8,4,txt
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Employes/zayavka_na_propusk_v_zhk.txt,ФИО:2; Телефон:2; Дата рождения:1; Адрес:1,6,4,txt
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Employes/doverennost_na_poluchenie_posylki.txt,ФИО:2; Телефон:1; Дата рождения:6,9,4,txt
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Employes/raspiska_poluchenie_noutbuka.txt,ФИО:1; Телефон:1; Дата рождения:3; Адрес:1,6,4,txt
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Employes/zayavka_kompensaciya_interneta.txt,ФИО:2; Телефон:1; Email:1; Дата рождения:1; Адрес:1; Банковский счёт:2; БИК:1,9,2,txt
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Employes/servisnaya_zayavka_vyezd_inzhenera.txt,ФИО:2; Телефон:2; Email:1; Дата рождения:2; Адрес:1,8,4,txt
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Employes/anketa_dms.txt,ФИО:1; Телефон:2; Email:2; Дата рождения:3; Здоровье:1,9,1,txt
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Employes/zayavlenie_dostavka_oborudovaniya_domoi.txt,ФИО:2; Телефон:1; Email:1; Дата рождения:1; Адрес:1,6,4,txt
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Employes/perepiska_email_dostavka_kresla.txt,ФИО:2; Телефон:2; Email:5; Адрес:2,11,4,txt
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Billing/full/stores.csv,ФИО:2,2,4,csv
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/Доки/pril1_14112652.pdf,ФИО:3,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Billing/full/customers.csv,ФИО:4181; Здоровье:2; Расовая/национальная принадлежность:1,4184,1,csv
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Billing/full/sample.md,Адрес:2,2,4,md
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Billing/company.parquet,Телефон:9; Email:11459; ИНН:707,12175,2,parquet
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Billing/subscribers.csv,Телефон:107; ИНН:2,109,3,csv
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/Доки/20240306_fin_result_2023.pdf,СНИЛС:1,1,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Billing/full/logistics.csv,Телефон:1; Адрес:7724,7725,3,csv
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Billing/client.parquet,Телефон:107; Email:96208; ИНН:2,96317,3,parquet
/home/termit/hackathon_dataset/ПДнDataset/share/Архив сканы/b/zzb82c00/2078772581.tif,ИНН:1,1,3,tif
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/дочерние предприятия/Billing/physical.parquet,Телефон:98; Email:84749; ИНН:4269; БИК:436,89552,2,parquet
/home/termit/hackathon_dataset/ПДнDataset/share/Архив сканы/z/zzz35c00/2083513848.tif,ИНН:1,1,3,tif
/home/termit/hackathon_dataset/ПДнDataset/share/Архив сканы/b/zzb06d00/50491022-1023.tif,ФИО:1,1,4,tif
/home/termit/hackathon_dataset/ПДнDataset/share/Архив сканы/z/zzz57d00/2029289405.tif,Телефон:1,1,4,tif
/home/termit/hackathon_dataset/ПДнDataset/share/Архив сканы/z/zzz97c00/527802957+-2958.tif,Телефон:2,2,4,tif
/home/termit/hackathon_dataset/ПДнDataset/share/Архив сканы/z/zzz62e00/2057077308.tif,ФИО:1,1,4,tif
/home/termit/hackathon_dataset/ПДнDataset/share/Архив сканы/a/zza94a00/2063196920.tif,ИНН:1,1,3,tif
